房地产公司名称,企业名称,是否产生影响,依据,出处来源,组织机构代码,股票代码
碧桂园地产集团有限公司,山水比德,1,在山水比德2020 年度应收帐款前五名中，恒大排在第二位，账面原值为 1192.09 万元，占应收帐款余额比例为 5.25%，公司计提坏账准备 170.92 万元。,https://new.qq.com/rain/a/20210923A0D7PI00,79943573-3,2007
恒大集团有限公司,广田集团,1,广田集团因受恒大应收账款坏账影响，与恒大深度捆绑的广田集团遭致毁灭性打击，2021年巨亏56亿。2018年至2021年期间，公司应收账款坏账责任准备金分别高达1.30亿元、1.85亿元、2.28亿元和1.86亿元。,https://new.qq.com/rain/a/20230731A0881N00,19235904-1
恒大集团有限公司,徐辉设计股份有限公司,1,"截至本公告披露日,公司近12个月内发生的诉讼、仲裁事项涉案金额累计353,495,848.25元人民币(含本次),占公司最近一期经审计归属于母公司股东净资产的15.56%。",xinlangcaijing
恒大集团有限公司,广东三和管桩股份有限公司,1,"案外人向供应商三棵树材料支付货款共计182,274,485.50元，之后由深圳永恒公司、恒大地产公司抵偿部分款项，并涉及商品房交易。",xinlangcaijing
恒大集团有限公司,超凡知识产权服务股份有限公司,1,"2021年6月26日,因案外人出具的商业承兑汇票被提示拒付,深圳永恒公司、恒大地产公司经与三棵树材料协商,以深圳永恒公司名下位于深圳恒大都会广场项目共计49套商品房抵偿因商业承兑汇票拒付而结欠三棵树材料的货款。",xinlangcaijing
恒大集团有限公司,中建四局第三建设有限公司,1,三棵树与恒大集团内部公司因买卖合同纠纷发生诉讼，涉及金额约1.9亿元。其中，三棵树原存在与恒大集团公司的关联公司案外人的购销合同关系，货款金额约1.8亿元，最终因商业承兑汇票拒付而产生纠纷。,xinlangcaijing
恒大集团有限公司,四川三贤创世建筑工程有限公司,1,"2021年6月26日，三棵树材料向深圳永恒公司、恒大地产公司支付了“工抵房意向保证金”200,000.00元，而深圳永恒公司、恒大地产公司拒不配合签订《商品房买卖合同》并未退还“工抵房意向保证金”200,000.00元，并自2022年6月起将三棵树材料认购的商品房陆续另行出售。",xinlangcaijing
恒大集团有限公司,中建四局第五建筑工程有限公司,1,三棵树公告中提到，恒大集团旗下公司通过房产和货款等方式与三棵树有直接金钱交易往来，涉及金额约1.9亿元。同时，恒大集团在与三棵树材料的交易中拒不签订《商品房买卖合同》，也未退还“工抵房意向保证金”，导致三棵树材料认购的商品房被恒大集团公司另行出售，对供应商产生不良影响。,xinlangcaijing
恒大集团有限公司,河南中原岩土工程有限公司,1,文本中提到，河南中原岩土工程有限公司与恒大集团相关公司存在商业往来。具体地，河南中原岩土工程有限公司通过出具商业承兑汇票的方式支付货款给恒大集团公司内的相关公司。然而，恒大集团公司内的公司拒绝签订《商品房买卖合同》并未配合处理相关手续，导致河南中原岩土工程有限公司遭受损失，最终提起诉讼要求偿还货款。,xinlangcaijing
恒大集团有限公司,合肥建工集团有限公司,1,被告四恒大地产集团有限公司和原告三棵树建筑材料有限公司之间发生了明确的金钱交易往来。根据文本，恒大地产公司以深圳永恒公司位于深圳恒大都会广场项目的49套商品房抵偿了三棵树材料的货款，并支付了工抵房意向保证金。但之后，深圳永恒公司、恒大地产公司拒绝签订正式的买卖合同并退还工抵房意向保证金，最终导致三棵树材料拟起诉恒大集团公司等相关单位要求偿还款项及返还定金。这表明恒大集团公司与合肥建工集团有限公司之间存在明确的金钱交易往来，可能对恒大集团公司的损益产生负面影响。,xinlangcaijing
恒大集团有限公司,中铁二局集团有限公司,1,建滔集团想“清盘”碧桂园并非空穴来风。碧桂园去年的两笔美元债未能按时支付票息，吓坏一众上市公司。据统计，至少有49家上市公司遭到投资者问询与碧桂园的业务往来、应收账款、合作关系等事项。这些上市公司基本覆盖了碧桂园的房地产业务，包括建筑材料供应商、设计公司、家电供应商、装修公司，建滔集团则是在去年10月发布公告，“碧桂园未能按照融资协议偿还15.98亿港元款项。” 碧桂园欠钱不还，建滔集团才怒了。这种事情在房企身上不新鲜，要不恒大、碧桂园哪来的惊天债务？长久以来，这也是房企擅长的经营方针，不暴雷问题不大，暴雷问题就来了。建滔集团与碧桂园既是“讨债”关系，又是客户关系。现在闹起来很大程度是受恒大债务风波的影响，大家都清楚，谁变成“下一个恒大”，就意味着，送出去的钱彻底打水漂了。单一债权人，怒有怒的原因。建滔集团今年2月19日，曾发布盈利预警，明确指出，“碧桂园的贷款计提拨备，是业绩的重要拖累。” 15.98亿港元，拖累了建滔集团的发展，它们决定“鱼死网破”让碧桂园付出代价。,xinlangcaijing
恒大集团有限公司,上海高福建设工程有限公司,1,xinlangcaijing
恒大集团有限公司,深圳园林股份有限公司,1,"2021年6月26日,因案外人出具的商业承兑汇票被提示拒付,深圳永恒公司、恒大地产公司经与三棵树材料协商,以深圳永恒公司名下位于深圳恒大都会广场项目共计49套商品房抵偿因商业承兑汇票拒付而结欠三棵树材料的货款。",xinlangcaijing
大悦城控股集团股份有限公司,北新集团建材股份有限公司,1,文本中提到大悦城控股集团旗下的MK在中国市场出现关店、缩店情况，其中也包括北新集团建材股份有限公司供应的北京朝阳大悦城店。,xinlangcaijing
大悦城控股集团股份有限公司,厦门狄耐克智能科技股份有限公司,1,5月26日，中粮集团旗下大悦城控股集团通过其子公司鹏源发展(越秀)有限公司以6423.096万元转让北京名都房地产开发有限公司100%股权。,xinlangcaijing
